A1BG-AS1_HUMAN	LNCRNA
A1BG_HUMAN	IGD
A1CF_HUMAN	RBM
A2M-AS1_HUMAN	LNCRNA
A2ML1-AS1_HUMAN	LNCRNA
A2ML1-AS2_HUMAN	LNCRNA
A3GALT2_HUMAN	GLT6
AAAS_HUMAN	WDR
AACS_HUMAN	ACS
AAMP_HUMAN	WDR
AARS2_HUMAN	aaRS2
AARS_HUMAN	aaRS2
AASDH_HUMAN	ACS
AATK-AS1_HUMAN	LNCRNA
ABCA10_HUMAN	ABCA
ABCA11P_HUMAN	ABCA
ABCA12_HUMAN	ABCA
ABCA13_HUMAN	ABCA
ABCA17P_HUMAN	ABCA
ABCA1_HUMAN	ABCA
ABCA2_HUMAN	ABCA
ABCA3_HUMAN	ABCA
ABCA4_HUMAN	ABCA
ABCA5_HUMAN	ABCA
ABCA6_HUMAN	ABCA
ABCA7_HUMAN	ABCA
ABCA8_HUMAN	ABCA
ABCA9-AS1_HUMAN	LNCRNA
ABCA9_HUMAN	ABCA
ABCB10_HUMAN	ABCB
ABCB11_HUMAN	ABCB
ABCB1_HUMAN	ABCB
ABCB1_HUMAN	CD
ABCB4_HUMAN	ABCB
ABCB5_HUMAN	ABCB
ABCB6_HUMAN	ABCB
ABCB7_HUMAN	ABCB
ABCB8_HUMAN	ABCB
ABCB9_HUMAN	ABCB
ABCC10_HUMAN	ABCC
ABCC11_HUMAN	ABCC
ABCC12_HUMAN	ABCC
ABCC13_HUMAN	ABCC
ABCC1_HUMAN	ABCC
ABCC2_HUMAN	ABCC
ABCC3_HUMAN	ABCC
ABCC4_HUMAN	ABCC
ABCC5-AS1_HUMAN	LNCRNA
ABCC5_HUMAN	ABCC
ABCC6_HUMAN	ABCC
ABCC8_HUMAN	ABCC
ABCC9_HUMAN	ABCC
ABCD1_HUMAN	ABCD
ABCD2_HUMAN	ABCD
ABCD3_HUMAN	ABCD
ABCD4_HUMAN	ABCD
ABCE1_HUMAN	ABCE
ABCF1_HUMAN	ABCF
ABCF2_HUMAN	ABCF
ABCF3_HUMAN	ABCF
ABCG1_HUMAN	ABCG
ABCG2_HUMAN	ABCG
ABCG2_HUMAN	CD
ABCG4_HUMAN	ABCG
