ABCG5_HUMAN	ABCG
ABCG8_HUMAN	ABCG
ABHD10_HUMAN	ABHD
ABHD11_HUMAN	ABHD
ABHD12B_HUMAN	ABHD
ABHD12_HUMAN	ABHD
ABHD13_HUMAN	ABHD
ABHD14A_HUMAN	ABHD
ABHD14B_HUMAN	ABHD
ABHD15_HUMAN	ABHD
ABHD16A_HUMAN	ABHD
ABHD16B_HUMAN	ABHD
ABHD17A_HUMAN	ABHD
ABHD17B_HUMAN	ABHD
ABHD17C_HUMAN	ABHD
ABHD1_HUMAN	ABHD
ABHD2_HUMAN	ABHD
ABHD3_HUMAN	ABHD
ABHD4_HUMAN	ABHD
ABHD5_HUMAN	ABHD
ABHD6_HUMAN	ABHD
ABHD8_HUMAN	ABHD
ABI3BP_HUMAN	FN3
ABL1_HUMAN	SH2D
ABL2_HUMAN	SH2D
ABO_HUMAN	GLT6
ABO_HUMAN	bloodgroup
ABR_HUMAN	ARHGEF
ABR_HUMAN	PLEKH
ABTB1_HUMAN	ANKRD
ABTB1_HUMAN	BTBD
ABTB2_HUMAN	ANKRD
ABTB2_HUMAN	BTBD
ACAD9_HUMAN	MITOAF
ACAN_HUMAN	HYALECTAN
ACAN_HUMAN	VSET
ACAP1_HUMAN	ANKRD
ACAP1_HUMAN	ArfGAP
ACAP1_HUMAN	PLEKH
ACAP2-IT1_HUMAN	LNCRNA
ACAP2_HUMAN	ANKRD
ACAP2_HUMAN	ArfGAP
ACAP2_HUMAN	PLEKH
ACAP3_HUMAN	ANKRD
ACAP3_HUMAN	ArfGAP
ACAP3_HUMAN	PLEKH
ACBD3_HUMAN	AKAP
ACBD6_HUMAN	ANKRD
ACER1_HUMAN	ACER
ACER2_HUMAN	ACER
ACER3_HUMAN	ACER
ACE_HUMAN	CD
ACHE_HUMAN	bloodgroup
ACOT11_HUMAN	ACOT
ACOT11_HUMAN	StARD
ACOT12_HUMAN	ACOT
ACOT12_HUMAN	StARD
ACOT13_HUMAN	ACOT
ACOT1_HUMAN	ACOT
ACOT2_HUMAN	ACOT
ACOT4_HUMAN	ACOT
ACOT6_HUMAN	ACOT
ACOT7_HUMAN	ACOT
ACOT8_HUMAN	ACOT
ACOT9_HUMAN	ACOT
ACP1_HUMAN	PTP2
ACSBG1_HUMAN	ACS
ACSBG2_HUMAN	ACS
ACSF2_HUMAN	ACS
ACSF3_HUMAN	ACS
ACSL1_HUMAN	ACS
ACSL3_HUMAN	ACS
ACSL4_HUMAN	ACS
ACSL5_HUMAN	ACS
ACSL6_HUMAN	ACS
ACSM1_HUMAN	ACS
ACSM2A_HUMAN	ACS
ACSM2B_HUMAN	ACS
ACSM3_HUMAN	ACS
ACSM4_HUMAN	ACS
ACSM5_HUMAN	ACS
ACSS1_HUMAN	ACS
ACSS2_HUMAN	ACS
ACSS3_HUMAN	ACS
ACTA2-AS1_HUMAN	LNCRNA
ACTL6A_HUMAN	INO80
ACTN1-AS1_HUMAN	LNCRNA
ACTN1_HUMAN	EFHAND
ACTN2_HUMAN	EFHAND
ACTN4_HUMAN	EFHAND
ACTR5_HUMAN	INO80
ACTR8_HUMAN	INO80
ACVR2B-AS1_HUMAN	LNCRNA
ADAM10_HUMAN	ADAM
ADAM10_HUMAN	CD
ADAM11_HUMAN	ADAM
ADAM12-OT1_HUMAN	LNCRNA
ADAM12_HUMAN	ADAM
ADAM15_HUMAN	ADAM
ADAM17_HUMAN	ADAM
ADAM17_HUMAN	CD
ADAM18_HUMAN	ADAM
ADAM19_HUMAN	ADAM
ADAM1A_HUMAN	ADAM
ADAM1B_HUMAN	ADAM
ADAM20_HUMAN	ADAM
ADAM21_HUMAN	ADAM
ADAM22_HUMAN	ADAM
ADAM23_HUMAN	ADAM
ADAM24P_HUMAN	ADAM
ADAM28_HUMAN	ADAM
ADAM29_HUMAN	ADAM
ADAM2_HUMAN	ADAM
ADAM30_HUMAN	ADAM
ADAM32_HUMAN	ADAM
ADAM33_HUMAN	ADAM
ADAM3A_HUMAN	ADAM
ADAM3B_HUMAN	ADAM
ADAM5_HUMAN	ADAM
ADAM6_HUMAN	ADAM
ADAM7_HUMAN	ADAM
ADAM8_HUMAN	ADAM
ADAM8_HUMAN	CD
ADAM9_HUMAN	ADAM
ADAMTS10_HUMAN	ADAMTS
ADAMTS12_HUMAN	ADAMTS
ADAMTS13_HUMAN	ADAMTS
ADAMTS14_HUMAN	ADAMTS
ADAMTS15_HUMAN	ADAMTS
ADAMTS16_HUMAN	ADAMTS
ADAMTS17_HUMAN	ADAMTS
ADAMTS18_HUMAN	ADAMTS
ADAMTS19_HUMAN	ADAMTS
ADAMTS1_HUMAN	ADAMTS
ADAMTS20_HUMAN	ADAMTS
ADAMTS2_HUMAN	ADAMTS
ADAMTS3_HUMAN	ADAMTS
ADAMTS4_HUMAN	ADAMTS
ADAMTS5_HUMAN	ADAMTS
ADAMTS6_HUMAN	ADAMTS
ADAMTS7_HUMAN	ADAMTS
ADAMTS8_HUMAN	ADAMTS
ADAMTS9-AS1_HUMAN	LNCRNA
ADAMTS9-AS2_HUMAN	LNCRNA
ADAMTS9_HUMAN	ADAMTS
ADAMTSL1_HUMAN	ISET
ADAMTSL3_HUMAN	IGD
ADAMTSL3_HUMAN	ISET
ADAP1_HUMAN	ArfGAP
ADAP1_HUMAN	PLEKH
ADAP2_HUMAN	ArfGAP
ADAP2_HUMAN	PLEKH
ADARB2-AS1_HUMAN	LNCRNA
ADCY10_HUMAN	ADCY
ADCY1_HUMAN	ADCY
ADCY2_HUMAN	ADCY
ADCY3_HUMAN	ADCY
ADCY4_HUMAN	ADCY
ADCY5_HUMAN	ADCY
ADCY6_HUMAN	ADCY
ADCY7_HUMAN	ADCY
ADCY8_HUMAN	ADCY
ADCY9_HUMAN	ADCY
ADCYAP1R1_HUMAN	VIPPACR
ADCYAP1_HUMAN	ENDOLIG
ADD3-AS1_HUMAN	LNCRNA
ADH1A_HUMAN	ADH
ADH1B_HUMAN	ADH
ADH1C_HUMAN	ADH
ADH4_HUMAN	ADH
ADH5_HUMAN	ADH
ADH6_HUMAN	ADH
ADH7_HUMAN	ADH
ADHFE1_HUMAN	ADH
ADIPOQ-AS1_HUMAN	LNCRNA
ADIPOQ_HUMAN	ENDOLIG
ADIPOR1_HUMAN	ADIPOR
ADIPOR2_HUMAN	ADIPOR
ADIRF-AS1_HUMAN	LNCRNA
ADM2_HUMAN	ENDOLIG
ADM_HUMAN	ENDOLIG
ADNP2_HUMAN	ZFHX
ADNP2_HUMAN	ZNF
ADNP_HUMAN	ZFHX
ADORA1_HUMAN	ADORA
ADORA2A-AS1_HUMAN	LNCRNA
ADORA2A_HUMAN	ADORA
ADORA2B_HUMAN	ADORA
ADORA3_HUMAN	ADORA
ADORA3_HUMAN	VSET
ADPGK-AS1_HUMAN	LNCRNA
ADRA1A_HUMAN	ADRA
ADRA1B_HUMAN	ADRA
ADRA1D_HUMAN	ADRA
ADRA2A_HUMAN	ADRA
ADRA2B_HUMAN	ADRA
ADRA2C_HUMAN	ADRA
ADRB1_HUMAN	ADRB
ADRB2_HUMAN	ADRB
ADRB3_HUMAN	ADRB
ADRBK1_HUMAN	PLEKH
ADRBK2_HUMAN	PLEKH
AFAP1-AS1_HUMAN	LNCRNA
AFAP1L1_HUMAN	PLEKH
AFAP1L2_HUMAN	PLEKH
AFAP1_HUMAN	PLEKH
AFF2-IT1_HUMAN	LNCRNA
AFG3L1P_HUMAN	AATP
AFG3L2_HUMAN	AATP
AGAP1-IT1_HUMAN	LNCRNA
AGAP10_HUMAN	ANKRD
AGAP10_HUMAN	ArfGAP
AGAP10_HUMAN	PLEKH
AGAP11_HUMAN	ANKRD
AGAP11_HUMAN	ArfGAP
AGAP1_HUMAN	ANKRD
AGAP1_HUMAN	ArfGAP
AGAP1_HUMAN	PLEKH
AGAP2-AS1_HUMAN	LNCRNA
AGAP2_HUMAN	ANKRD
AGAP2_HUMAN	ArfGAP
AGAP2_HUMAN	PLEKH
AGAP3_HUMAN	ANKRD
AGAP3_HUMAN	ArfGAP
AGAP3_HUMAN	PLEKH
AGAP4_HUMAN	ANKRD
AGAP4_HUMAN	ArfGAP
AGAP4_HUMAN	PLEKH
AGAP5_HUMAN	ANKRD
AGAP5_HUMAN	ArfGAP
AGAP5_HUMAN	PLEKH
AGAP6_HUMAN	ANKRD
AGAP6_HUMAN	ArfGAP
AGAP6_HUMAN	PLEKH
AGAP7_HUMAN	ANKRD
AGAP7_HUMAN	ArfGAP
AGAP7_HUMAN	PLEKH
AGAP8_HUMAN	ANKRD
AGAP8_HUMAN	ArfGAP
AGAP8_HUMAN	PLEKH
AGAP9_HUMAN	ANKRD
AGAP9_HUMAN	ArfGAP
AGAP9_HUMAN	PLEKH
AGBL1-AS1_HUMAN	LNCRNA
AGBL4-IT1_HUMAN	LNCRNA
AGBL5-AS1_HUMAN	LNCRNA
AGBL5-IT1_HUMAN	LNCRNA
AGER_HUMAN	C2SET
AGER_HUMAN	IGD
AGFG1_HUMAN	ArfGAP
AGFG2_HUMAN	ArfGAP
AGGF1_HUMAN	GPATCH
AGMO_HUMAN	FATHD
AGO1_HUMAN	AGO
AGO2_HUMAN	AGO
AGO3_HUMAN	AGO
AGO4_HUMAN	AGO
AGPAT1_HUMAN	AGPAT
AGPAT2_HUMAN	AGPAT
AGPAT3_HUMAN	AGPAT
AGPAT4-IT1_HUMAN	LNCRNA
AGPAT4_HUMAN	AGPAT
AGPAT5_HUMAN	AGPAT
AGPAT6_HUMAN	AGPAT
AGPAT9_HUMAN	AGPAT
AGR2_HUMAN	PDI
AGR3_HUMAN	PDI
AGRN_HUMAN	ECMPG
AGRP_HUMAN	ENDOLIG
AGTR1_HUMAN	AGTR
AGTR2_HUMAN	AGTR
AGT_HUMAN	ENDOLIG
AGT_HUMAN	SERPIN
AHI1_HUMAN	WDR
AHRR_HUMAN	bHLH
AHR_HUMAN	bHLH
AICDA_HUMAN	APOBEC
AIF1L_HUMAN	EFHAND
AIF1_HUMAN	EFHAND
AIRE_HUMAN	PHF
AIRN_HUMAN	LNCRNA
AK1_HUMAN	AK
AK2_HUMAN	AK
AK4_HUMAN	AK
AK5_HUMAN	AK
AK7_HUMAN	AK
AK8_HUMAN	AK
AKAP10_HUMAN	AKAP
AKAP11_HUMAN	AKAP
AKAP11_HUMAN	PPP1R
AKAP12_HUMAN	AKAP
AKAP13_HUMAN	AKAP
AKAP13_HUMAN	ARHGEF
AKAP13_HUMAN	PLEKH
AKAP14_HUMAN	AKAP
AKAP17A_HUMAN	AKAP
AKAP17A_HUMAN	PAR1
AKAP1_HUMAN	AKAP
AKAP1_HUMAN	PPP1R
AKAP1_HUMAN	TDRD
AKAP2_HUMAN	AKAP
AKAP3_HUMAN	AKAP
AKAP4_HUMAN	AKAP
AKAP5_HUMAN	AKAP
AKAP6_HUMAN	AKAP
AKAP7_HUMAN	AKAP
AKAP8_HUMAN	AKAP
AKAP9_HUMAN	AKAP
AKAP9_HUMAN	PPP1R
AKR1A1_HUMAN	AKR
AKR1B10_HUMAN	AKR
AKR1B15_HUMAN	AKR
AKR1B1_HUMAN	AKR
AKR1C1_HUMAN	AKR
AKR1C2_HUMAN	AKR
AKR1C3_HUMAN	AKR
AKR1C4_HUMAN	AKR
AKR1D1_HUMAN	AKR
AKR1E2_HUMAN	AKR
AKR7A2_HUMAN	AKR
AKR7A3_HUMAN	AKR
AKT1_HUMAN	PLEKH
AKT2_HUMAN	PLEKH
AKT3-IT1_HUMAN	LNCRNA
AKT3_HUMAN	PLEKH
AKTIP_HUMAN	UBE2
ALCAM_HUMAN	C2SET
ALCAM_HUMAN	CD
ALCAM_HUMAN	IGD
ALCAM_HUMAN	VSET
ALDH16A1_HUMAN	ALDH
ALDH18A1_HUMAN	ALDH
ALDH1A1_HUMAN	ALDH
ALDH1A2_HUMAN	ALDH
ALDH1A3_HUMAN	ALDH
ALDH1B1_HUMAN	ALDH
ALDH1L1-AS1_HUMAN	LNCRNA
ALDH1L1-AS2_HUMAN	LNCRNA
ALDH1L1_HUMAN	ALDH
ALDH1L2_HUMAN	ALDH
ALDH2_HUMAN	ALDH
ALDH3A1_HUMAN	ALDH
ALDH3A2_HUMAN	ALDH
ALDH3B1_HUMAN	ALDH
ALDH3B2_HUMAN	ALDH
ALDH4A1_HUMAN	ALDH
ALDH5A1_HUMAN	ALDH
ALDH6A1_HUMAN	ALDH
ALDH7A1_HUMAN	ALDH
ALDH8A1_HUMAN	ALDH
ALDH9A1_HUMAN	ALDH
ALG11_HUMAN	GLT1
ALG12_HUMAN	DOLPM
ALG13-AS1_HUMAN	LNCRNA
ALG13_HUMAN	TDRD
ALG1L2_HUMAN	GLT1
ALG1L_HUMAN	GLT1
ALG1_HUMAN	GLT1
ALG2_HUMAN	GLT1
ALG3_HUMAN	DOLPM
ALG5_HUMAN	GLT2
ALG9-IT1_HUMAN	LNCRNA
ALG9_HUMAN	DOLPM
ALKBH1_HUMAN	ALKB
ALKBH2_HUMAN	ALKB
ALKBH3-AS1_HUMAN	LNCRNA
ALKBH3_HUMAN	ALKB
ALKBH4_HUMAN	ALKB
ALKBH5_HUMAN	ALKB
ALKBH6_HUMAN	ALKB
ALKBH7_HUMAN	ALKB
ALKBH8_HUMAN	ALKB
ALKBH8_HUMAN	RBM
ALK_HUMAN	CD
ALMS1-IT1_HUMAN	LNCRNA
ALOX12B_HUMAN	ALOX
ALOX12_HUMAN	ALOX
ALOX15B_HUMAN	ALOX
ALOX15_HUMAN	ALOX
ALOX5_HUMAN	ALOX
ALOXE3_HUMAN	ALOX
ALPK2_HUMAN	ISET
ALPK3_HUMAN	IGD
ALPK3_HUMAN	ISET
ALS2_HUMAN	ARHGEF
ALX1_HUMAN	PRD
ALX3_HUMAN	PRD
ALX4_HUMAN	PRD
ALYREF_HUMAN	RBM
ALYREF_HUMAN	THOC
AMBRA1_HUMAN	DCAF
AMBRA1_HUMAN	WDR
AMDP1_HUMAN	PAR2
AMFR_HUMAN	RNF
AMICA1_HUMAN	VSET
AMIGO1_HUMAN	VSET
AMIGO2_HUMAN	IGD
AMIGO3_HUMAN	IGD
AMMECR1-IT1_HUMAN	LNCRNA
ANAPC10_HUMAN	ANAPC
ANAPC11_HUMAN	ANAPC
ANAPC13_HUMAN	ANAPC
ANAPC15_HUMAN	ANAPC
ANAPC16_HUMAN	ANAPC
ANAPC1_HUMAN	ANAPC
ANAPC2_HUMAN	ANAPC
ANAPC4_HUMAN	ANAPC
ANAPC5_HUMAN	ANAPC
ANAPC7_HUMAN	ANAPC
ANAPC7_HUMAN	TTC
ANGPT1_HUMAN	FIBC
ANGPT2_HUMAN	FIBC
ANGPT4_HUMAN	FIBC
ANGPTL1_HUMAN	FIBC
ANGPTL2_HUMAN	FIBC
ANGPTL3_HUMAN	FIBC
ANGPTL4_HUMAN	FIBC
ANGPTL5_HUMAN	FIBC
ANGPTL6_HUMAN	FIBC
ANGPTL7_HUMAN	FIBC
ANG_HUMAN	RNASE
ANK1_HUMAN	ANKRD
ANK2_HUMAN	ANKRD
ANK3_HUMAN	ANKRD
ANKAR_HUMAN	ANKRD
ANKAR_HUMAN	ARMC
ANKDD1A_HUMAN	ANKRD
ANKDD1B_HUMAN	ANKRD
ANKEF1_HUMAN	ANKRD
ANKEF1_HUMAN	EFHAND
ANKFN1_HUMAN	ANKRD
ANKFN1_HUMAN	FN3
ANKFY1_HUMAN	ANKRD
ANKFY1_HUMAN	BTBD
ANKFY1_HUMAN	ZFYVE
ANKHD1-EIF4EBP3_HUMAN	ANKRD
ANKHD1_HUMAN	ANKRD
ANKIB1_HUMAN	ANKRD
ANKK1_HUMAN	ANKRD
ANKLE1_HUMAN	ANKRD
ANKLE2_HUMAN	ANKRD
ANKMY1_HUMAN	ANKRD
ANKMY1_HUMAN	ZMYND
ANKMY2_HUMAN	ANKRD
ANKMY2_HUMAN	ZMYND
ANKRA2_HUMAN	ANKRD
ANKRD10-IT1_HUMAN	LNCRNA
ANKRD10_HUMAN	ANKRD
ANKRD11_HUMAN	ANKRD
ANKRD12_HUMAN	ANKRD
ANKRD13A_HUMAN	ANKRD
ANKRD13B_HUMAN	ANKRD
ANKRD13C_HUMAN	ANKRD
ANKRD13D_HUMAN	ANKRD
ANKRD16_HUMAN	ANKRD
ANKRD17_HUMAN	ANKRD
ANKRD18A_HUMAN	ANKRD
ANKRD18B_HUMAN	ANKRD
ANKRD1_HUMAN	ANKRD
ANKRD20A1_HUMAN	ANKRD
ANKRD20A2_HUMAN	ANKRD
ANKRD20A3_HUMAN	ANKRD
ANKRD20A4_HUMAN	ANKRD
ANKRD22_HUMAN	ANKRD
ANKRD23_HUMAN	ANKRD
ANKRD24_HUMAN	ANKRD
ANKRD26_HUMAN	ANKRD
ANKRD27_HUMAN	ANKRD
ANKRD28_HUMAN	ANKRD
ANKRD28_HUMAN	PPP6R
ANKRD29_HUMAN	ANKRD
ANKRD2_HUMAN	ANKRD
ANKRD30A_HUMAN	ANKRD
ANKRD30BL_HUMAN	ANKRD
ANKRD30B_HUMAN	ANKRD
ANKRD31_HUMAN	ANKRD
ANKRD32_HUMAN	ANKRD
ANKRD33B-AS1_HUMAN	LNCRNA
ANKRD33B_HUMAN	ANKRD
ANKRD33_HUMAN	ANKRD
ANKRD34A_HUMAN	ANKRD
ANKRD34B_HUMAN	ANKRD
ANKRD34C_HUMAN	ANKRD
ANKRD35_HUMAN	ANKRD
ANKRD36B_HUMAN	ANKRD
ANKRD36C_HUMAN	ANKRD
ANKRD36_HUMAN	ANKRD
ANKRD37_HUMAN	ANKRD
ANKRD39_HUMAN	ANKRD
ANKRD40_HUMAN	ANKRD
ANKRD42_HUMAN	ANKRD
ANKRD44-IT1_HUMAN	LNCRNA
ANKRD44_HUMAN	ANKRD
ANKRD44_HUMAN	PPP6R
ANKRD45_HUMAN	ANKRD
ANKRD46_HUMAN	ANKRD
ANKRD49_HUMAN	ANKRD
ANKRD50_HUMAN	ANKRD
ANKRD52_HUMAN	ANKRD
ANKRD52_HUMAN	PPP6R
ANKRD53_HUMAN	ANKRD
ANKRD54_HUMAN	ANKRD
ANKRD55_HUMAN	ANKRD
ANKRD60_HUMAN	ANKRD
ANKRD61_HUMAN	ANKRD
ANKRD62_HUMAN	ANKRD
ANKRD63_HUMAN	ANKRD
ANKRD65_HUMAN	ANKRD
ANKRD66_HUMAN	ANKRD
ANKRD6_HUMAN	ANKRD
ANKRD7_HUMAN	ANKRD
ANKRD9_HUMAN	ANKRD
ANKS1A_HUMAN	ANKRD
ANKS1A_HUMAN	SAMD
ANKS1B_HUMAN	ANKRD
ANKS1B_HUMAN	SAMD
ANKS3_HUMAN	ANKRD
ANKS3_HUMAN	SAMD
ANKS4B_HUMAN	ANKRD
ANKS4B_HUMAN	SAMD
ANKS6_HUMAN	ANKRD
ANKS6_HUMAN	SAMD
ANKUB1_HUMAN	ANKRD
ANKZF1_HUMAN	ANKRD
ANKZF1_HUMAN	ZNF
ANLN_HUMAN	PLEKH
ANO1-AS1_HUMAN	LNCRNA
ANO1-AS2_HUMAN	LNCRNA
ANO10_HUMAN	ANO
ANO1_HUMAN	ANO
ANO2_HUMAN	ANO
ANO3_HUMAN	ANO
ANO4_HUMAN	ANO
ANO5_HUMAN	ANO
ANO6_HUMAN	ANO
ANO7_HUMAN	ANO
ANO8_HUMAN	ANO
ANO9_HUMAN	ANO
ANP32A-IT1_HUMAN	LNCRNA
ANP32A_HUMAN	ANP32
ANP32B_HUMAN	ANP32
ANP32C_HUMAN	ANP32
ANP32D_HUMAN	ANP32
ANP32E_HUMAN	ANP32
ANPEP_HUMAN	CD
ANXA10_HUMAN	ANXA
ANXA11_HUMAN	ANXA
ANXA13_HUMAN	ANXA
ANXA1_HUMAN	ANXA
ANXA1_HUMAN	ENDOLIG
ANXA2_HUMAN	ANXA
ANXA3_HUMAN	ANXA
ANXA4_HUMAN	ANXA
ANXA5_HUMAN	ANXA
ANXA6_HUMAN	ANXA
ANXA7_HUMAN	ANXA
ANXA8L1_HUMAN	ANXA
ANXA8L2_HUMAN	ANXA
ANXA8_HUMAN	ANXA
ANXA9_HUMAN	ANXA
AOAH-IT1_HUMAN	LNCRNA
AP4B1-AS1_HUMAN	LNCRNA
APAF1_HUMAN	WDR
APBB1IP_HUMAN	PLEKH
APC2_HUMAN	ARMC
APCDD1L-AS1_HUMAN	LNCRNA
APC_HUMAN	ARMC
APC_HUMAN	PPP1R
APLN_HUMAN	ENDOLIG
APOA1_HUMAN	APOLIPO
APOA2_HUMAN	APOLIPO
APOA4_HUMAN	APOLIPO
APOA5_HUMAN	APOLIPO
APOBEC1_HUMAN	APOBEC
APOBEC2_HUMAN	APOBEC
APOBEC3A_B_HUMAN	APOBEC
APOBEC3A_HUMAN	APOBEC
APOBEC3B-AS1_HUMAN	LNCRNA
APOBEC3B_HUMAN	APOBEC
APOBEC3C_HUMAN	APOBEC
APOBEC3D_HUMAN	APOBEC
APOBEC3F_HUMAN	APOBEC
APOBEC3G_HUMAN	APOBEC
APOBEC3H_HUMAN	APOBEC
APOBEC4_HUMAN	APOBEC
APOB_HUMAN	APOLIPO
APOC1_HUMAN	APOLIPO
APOC2_HUMAN	APOLIPO
APOC3_HUMAN	APOLIPO
APOC4_HUMAN	APOLIPO
APOD_HUMAN	APOLIPO
APOD_HUMAN	LCN
APOE_HUMAN	APOLIPO
APOF_HUMAN	APOLIPO
APOH_HUMAN	APOLIPO
APOL1_HUMAN	APOLIPO
APOL2_HUMAN	APOLIPO
APOL3_HUMAN	APOLIPO
APOL4_HUMAN	APOLIPO
APOL5_HUMAN	APOLIPO
APOL6_HUMAN	APOLIPO
APOM_HUMAN	APOLIPO
APOO_HUMAN	APOLIPO
APPL1_HUMAN	PLEKH
APPL2_HUMAN	PLEKH
AQP10_HUMAN	AQP
AQP11_HUMAN	AQP
AQP12A_HUMAN	AQP
AQP12B_HUMAN	AQP
AQP1_HUMAN	AQP
AQP1_HUMAN	bloodgroup
AQP2_HUMAN	AQP
AQP3_HUMAN	AQP
AQP3_HUMAN	bloodgroup
AQP4-AS1_HUMAN	LNCRNA
AQP4_HUMAN	AQP
AQP5_HUMAN	AQP
AQP6_HUMAN	AQP
AQP7_HUMAN	AQP
AQP8_HUMAN	AQP
AQP9_HUMAN	AQP
ARAP1-AS1_HUMAN	LNCRNA
ARAP1-AS2_HUMAN	LNCRNA
ARAP1_HUMAN	ANKRD
ARAP1_HUMAN	ArfGAP
ARAP1_HUMAN	PLEKH
ARAP1_HUMAN	SAMD
ARAP2_HUMAN	ANKRD
ARAP2_HUMAN	ArfGAP
ARAP2_HUMAN	PLEKH
ARAP2_HUMAN	SAMD
ARAP3_HUMAN	ANKRD
ARAP3_HUMAN	ArfGAP
ARAP3_HUMAN	PLEKH
ARAP3_HUMAN	SAMD
ARF1_HUMAN	ARF
ARF3_HUMAN	ARF
ARF4_HUMAN	ARF
ARF5_HUMAN	ARF
ARF6_HUMAN	ARF
ARFGAP1_HUMAN	ArfGAP
ARFGAP2_HUMAN	ArfGAP
ARFGAP3_HUMAN	ArfGAP
ARFGEF2_HUMAN	AKAP
ARGFXP1_HUMAN	PRD
ARGFXP2_HUMAN	PRD
ARGFX_HUMAN	PRD
ARHGAP10_HUMAN	ARHGAP
ARHGAP11A_HUMAN	ARHGAP
ARHGAP11B_HUMAN	ARHGAP
ARHGAP12_HUMAN	ARHGAP
ARHGAP12_HUMAN	PLEKH
ARHGAP15_HUMAN	ARHGAP
ARHGAP15_HUMAN	PLEKH
ARHGAP16P_HUMAN	ARHGAP
ARHGAP17_HUMAN	ARHGAP
ARHGAP18_HUMAN	ARHGAP
ARHGAP19_HUMAN	ARHGAP
ARHGAP1_HUMAN	ARHGAP
ARHGAP20_HUMAN	ARHGAP
ARHGAP21_HUMAN	ARHGAP
ARHGAP21_HUMAN	PLEKH
ARHGAP22-IT1_HUMAN	LNCRNA
ARHGAP22_HUMAN	ARHGAP
ARHGAP22_HUMAN	PLEKH
ARHGAP23_HUMAN	ARHGAP
ARHGAP23_HUMAN	PLEKH
ARHGAP24_HUMAN	ARHGAP
ARHGAP24_HUMAN	PLEKH
ARHGAP25_HUMAN	ARHGAP
ARHGAP25_HUMAN	PLEKH
ARHGAP26-AS1_HUMAN	LNCRNA
ARHGAP26-IT1_HUMAN	LNCRNA
ARHGAP26_HUMAN	ARHGAP
ARHGAP27_HUMAN	ARHGAP
ARHGAP27_HUMAN	PLEKH
ARHGAP28_HUMAN	ARHGAP
ARHGAP29_HUMAN	ARHGAP
ARHGAP30_HUMAN	ARHGAP
ARHGAP31-AS1_HUMAN	LNCRNA
ARHGAP31_HUMAN	ARHGAP
ARHGAP32_HUMAN	ARHGAP
ARHGAP33_HUMAN	ARHGAP
ARHGAP35_HUMAN	ARHGAP
ARHGAP36_HUMAN	ARHGAP
ARHGAP39_HUMAN	ARHGAP
ARHGAP40_HUMAN	ARHGAP
ARHGAP42_HUMAN	ARHGAP
ARHGAP44_HUMAN	ARHGAP
ARHGAP4_HUMAN	ARHGAP
ARHGAP5-AS1_HUMAN	LNCRNA
ARHGAP5_HUMAN	ARHGAP
ARHGAP6_HUMAN	ARHGAP
ARHGAP8_HUMAN	ARHGAP
ARHGAP9_HUMAN	ARHGAP
ARHGAP9_HUMAN	PLEKH
ARHGEF10L_HUMAN	ARHGEF
ARHGEF10_HUMAN	ARHGEF
ARHGEF11_HUMAN	ARHGEF
ARHGEF12_HUMAN	ARHGEF
ARHGEF15_HUMAN	ARHGEF
ARHGEF16_HUMAN	ARHGEF
